,Title,Company Name,Location,Date,Job Type,Seneiority Level,Company Size,Industry,About The Job,Pay Range,Job URL
468,General Manager,Hilton,"Alexandria, Alexandria, Egypt",4 days ago,"
Full-time "," Executive
","
10,001+ employees "," Hospitality
","About the job Hilton Alexandria King's Ranch is seeking a new General Manager who will be responsible for managing the Hotel Executive team and overall hotel targets to deliver an excellent Guest and Member experience while managing profitability and guest satisfaction measures. An oasis next to King's Ranch equestrian club and home to Premedion Spa, the largest facility in Alexandria, offering a range of relaxing treatments. Hilton Alexandria King's Ranch has 200 rooms, 7 meeting rooms, an spacious outdoor pool and 6 F&B outlets. The hotel is located at 20 minutes from Borg El Arab Airport and five kilometers away from Borg El Arab Stadium, the biggest arena in Egypt. What will I be doing? Responsibilities Specifically, you will be responsible for performing the following tasks to the highest standards As a General Manager, you are responsible for managing the Hotel Executive team and overall hotel targets to deliver an excellent Guest and Member experience. A General Manager will also be required to manage profitability and guest satisfaction measures. Manage ongoing profitability of your hotel, ensuring revenue and guest satisfaction targets are met and exceeded Lead in all key property issues including capital projects, customer service, and refurbishment Ensure all decisions are made in the best interest of the hotels and Hilton Deliver achievable hotel budgets, and set other short- and long- term strategic goals for the property Provide effective leadership to hotel team members Lead in all aspects of business planning Comply with and exceed Hilton Brand Service Standards Ensure costs are controlled and revenue opportunities are effectively sourced and delivered Manage and develop the Hotel Executive team to ensure career progression and effective succession planning within Hilton Hold regular briefings and communication meetings with the HOD team Respond to audits to ensure continual improvement is achieved What are we looking for? Skills To successfully fill this role, you should maintain the attitude, behaviours, skills, and values that follow A General Manager serving Hilton brands is always working on behalf of our Guests and working with other Team Members. Local package provided Experience as General Manager or Director of Operations within a similar quality hotel Degree or diploma in Hotel Management or equivalent Possesss strong commercial acumen, with experience in increasing profitability Experience managing budgets, revenue proposals, and forecasting results in a similar sized property Excellent leadership skills Exceptional communication skills In-depth knowledge of the hotel/leisure/service sector It would be advantageous in this position for you to demonstrate the following capabilities and distinctions: General Management experience in a similar quality hotel Arabic speaker What will it be like to work for Hilton? Hilton is the leading global hospitality company, spanning the lodging sector from luxurious full-service hotels and resorts to extended-stay suites and mid-priced hotels. For nearly a century, Hilton has offered business and leisure travelers the finest in accommodations, service, amenities and value. Hilton is dedicated to continuing its tradition of providing exceptional guest experiences across its global brands. Our vision “to fill the earth with the light and warmth of hospitality” unites us as a team to create remarkable hospitality experiences around the world every day. And, our amazing Team Members are at the heart of it all! Work Locations Hilton Alexandria King's Ranch Schedule Full-time Brand Hilton Hotels & Resorts Shift Day Job Job Level Hotel/General Manager Job General Manager/Hotel Manager",,https://www.linkedin.com/jobs/view/2712359915
469,Key account manager (pharmacy chains),Maddox Pharma Swiss,"Giza, Al Jizah, Egypt",4 days ago,"
Full-time
",,"
201-500 employees
",,"About the job Maddox pharma swiss,a multinational pharmaceutical company,is now hiring Key account manager (pharmacy chains) Key account manager works with the biggest chains to build long-term, strategic partnerships and achieve company goals. He will deal with purchaser and implement strategic plan with marketing to achieve the require target. Requirements: 1-pharmacist or Vet only 2-closing sales and nurturing relationships to strategic planning and cross-functional leadership. 3-experience with biggest chains(purchasing and marketing) is a must 4-negotiation and interpersonal skills 5-successful achievement reccord If you are interested or the criteria is matching with you, kindly apply here or send your reaume to; Ibrahim.eldeeb@loxymore.net Dr.ibrahim.eldeeb@gmail.com",,https://www.linkedin.com/jobs/view/2708349538
470,Key account manager (pharmacy chains),Maddox Pharma Swiss,"Giza, Al Jizah, Egypt",4 days ago,"
Full-time
",,"
201-500 employees
",,"About the job Maddox pharma swiss,a multinational pharmaceutical company,is now hiring Key account manager (pharmacy chains) Key account manager works with the biggest chains to build long-term, strategic partnerships and achieve company goals. He will deal with purchaser and implement strategic plan with marketing to achieve the require target. Requirements: 1-pharmacist or Vet only 2-closing sales and nurturing relationships to strategic planning and cross-functional leadership. 3-experience with biggest chains(purchasing and marketing) is a must 4-negotiation and interpersonal skills 5-successful achievement reccord If you are interested or the criteria is matching with you, kindly apply here or send your reaume to; Ibrahim.eldeeb@loxymore.net Dr.ibrahim.eldeeb@gmail.com",,https://www.linkedin.com/jobs/view/2708349538
471,Regional Sales Excellence Manager - Global Partner Solutions,Microsoft,"Cairo, Cairo, Egypt",4 days ago,"
Full-time
",,"
10,001+ employees "," Computer Software
","About the job Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us to achieve our mission. Joining Microsoft in the Global Partner Solutions organization as the GPS Sales Excellence Lead you will be advising the GPS Lead and coaching Partner Development and Channel managers to build the momentum of digital transformation for our Customers and Partners as well as the company itself. The Sales Excellence Lead in GPS is a senior leader with exceptional stakeholder management, negotiating, program management and coaching skills. This leader is infused with good analytical skills and ability to translate complex strategy into execution and has a proven track record of driving growth in complex and ever-changing business environments and market lifecycles. Responsibilities The GPS Sales Excellence Lead is a critical business role that looks left-right across the GPS organization and its subgroups (Build-with, Sell-with and Go to Market): Representing GPS across all fiscal year planning processes Leading the business rhythm across GPS to drive quality execution and provide coaching for the managers on key business priorities and orchestration of the execution Identifying and managing risks in sales/partner performance through translating business insights into business models accelerating business outcomes Driving and landing transformation across leadership styles, coaching, team efficiency and time spent with Customers/Partners As a partner to the Commercial Partner Lead running the business Establish (in cooperation with BSO) and drive a well-defined, predictable rhythm of the business (RoC) for GPS, that enforces great discipline in Partner/Solution development; Partner Go-To-Market and performance management and Co-selling processes Leverage business insights to benchmark performance and define current and future actions needed to address key challenges. Drive the v-teams spanning across roles, organizations and subsidiaries executing on the defined actions Instill partner development and sales process discipline, adherence to standards (hygiene, coverage, opportunity sharing, collaboration, etc.), and excellence in execution while holding partner development and channel management leaders accountable to quality and accuracy As a Sales Leader coaching for growth Coach and advise on motions/strategies needed to expand Partner capacity and drive up-sell and co-sell trough Partners and their solutions. Drive awareness on solution mix needed to meet targets and occasionally meet with Partners to increase their awareness of business opportunities available and collect direct feedback on our efficiency in collaborating with Partners. Drive orchestration across various roles within GPS (Build With, Sell With and Go To Market teams) Collaborate closely with the Customer Segment Sales teams to accelerate Co-Sell and scaling trough Partner motions aspiring for exponential growth through Partners As a Transformational Leader Partner with Area Transformation Leads, Area Capability Leads and Business and Sales Operations (BSO) Team to increase time spent with Partners by every Partner-facing role in the team, remove roadblocks and increase seller capability and productivity both at Partners and internally. Role model the internal transformation from an inspection to coaching culture. Lead Channel Managers and Partner Development Managers to become more effective coaches to their teams and to the Partners, resulting in increased individual-, team- and Partner capability, employee satisfaction and collaborative selling efforts becoming more successful. As the GPS Representative in Fiscal Year (FY) Planning Participate in the Area Team driving the FY preparation and growth initiatives on behalf of the GPS leader, representing GPS goals, needs and influence final decision making Partner with BSO and the Corp HQ GPS team driving Managed Partner Selection, provide with local market specific business insights and assess impact of decisions made Provide decision making support for the GPS Leader during Blueprint process on headcount moves, changes and impact. Create business cases if needed on various headcount allocation methods or additional headcount requests. Contribute with market understanding, portfolio setup and partner potential thru the Quota setting process and participate in Manager briefings Drive integrated partner business planning to exceed cloud growth targets and hold Partner Development Leaders accountable for partner business plan quality and completeness Other Embody our culture and values Qualifications Experiences Required: Education, Key Experiences, Skills and Knowledge: Core Competencies: Organizational Leadership, Strong Business Acumen, Strategic Insights, Trusted Advisor, Strategic Planning, Sales/Partner management. Team Leadership experience is an advantage. Professional Competencies: Adaptability, Partner/Customer Focus, Drive for Results, Influencing Impact, Judgement, Collaboration, Executive Maturity/Presence, Value Selling, Analytical Problem Solving, Organized & Disciplined, Initiates/Embraces Change, Business Analysis Skills (understands financials, pipeline, scorecards etc.) Experience:10+ years of related experience in at least one of these fields: Senior Sales or Partner/Channel Management or Leadership Roles, Business Transformation, Strategic Planning, Partner Marketing Management, Program Management, Education: bachelor’s degree or equivalent work experience, MBA/Masters a plus with focus on business administration, economics, finance, organizational management, business management Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",,https://www.linkedin.com/jobs/view/2706568559
472,Risk Communications Officer,World Health Organization,"Cairo, Cairo, Egypt",4 days ago,"
Full-time "," Entry level
","
5,001-10,000 employees "," International Affairs
","About the job OBJECTIVES OF THE PROGRAMME The mission of WHO's Health Emergencies Programme (TheProgramme) is to build the capacity of Member States to manage health emergencyrisks and, when national capacities are overwhelmed, to lead and coordinate theinternational health response to contain outbreaks and to provide effectiverelief and recovery to affected populations.The objectives of the Country Health EmergencyPreparedness & the International Health Regulations (2005) programme area (CPI)include the monitoring and evaluation of countries' preparedness to health andhumanitarian emergencies, the planning and country capacity building forcritical capacities involving an all-hazards approach at all three levels ofthe Organization. The CPI also support all the workrelated to the IHR Secretariat. The CPI programme area prioritizes support to the mostvulnerable and low capacity countries. Description Of Duties Assist in the implementation of riskcommunication activities as part of the health response operations. Identify risks that may cause potential concernfor Country Officer operations and propose and formulate recommendation forresponse by the Team Lead, IHR Assessment, Monitoring and Evaluation. Support the review of technical materialsproduced by the country office that require the integration of riskcommunication principles and practice.Track false rumours and misinformation; and prepareresponses to areas of concerns.Support the revision risk communication materialssuch as public information; brochures, leaflets and posters; radio and TV scripts;guides for stakeholders for risk communication by providing input, and participatein their translation into local language and their adaptation for the localcontext. Exchange information with counterparts in national authorities on conductlessons learned to further strengthen emergency risk communication activities..Perform all other related duties as assigned. Required Qualifications Education Essential : A first university degree in social sciences, behaviouralsciences, development sciences, communications, public health, or related areafrom an accredited/recognized institute. Desirable : Training in public health, health education,health communication, or health promotion. Experience Essential : At least one year of related experience, at thenational level in risk communication, health promotion, and/or emergencymanagement. Demonstrated experience implementing riskcommunications activities. Desirable : Experience working in diseaseoutbreaks or health emergencies.Prior working experience with WHO,the UN, health cluster partners, recognized humanitarian organizations .Management or project managementexperience. Skills Sounds skills and knowledge in the area of risk communications.Excellent interpersonal skills. Ability to work under pressure while producing results. Ability to “think out of the box” and to make innovative proposalsrelated to risk communication. Tact, discretion and diplomacy.Knowledge or understanding of WHO mandate and goals in the emergencyincident management context. WHO Competencies Teamwork Respecting and promoting individual and cultural differences Communication Producing results Moving forward in a changing environment Use of Language Skills Essential : Expert knowledge of English. Expert knowledge of Arabic. Desirable REMUNERATION Remuneration comprises an annual base salary starting at EGP 462,732 (subject to mandatory deductions for pension contributions and health insurance, as applicable) and 30 days of annual leave. Additional Information This vacancy notice may be used to fill other similar positions at the same grade level Only candidates under serious consideration will be contacted. A written test may be used as a form of screening. In the event that your candidature is retained for an interview, you will be required to provide, in advance, a scanned copy of the degree(s)/diploma(s)/certificate(s) required for this position. WHO only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU)/United Nations Educational, Scientific and Cultural Organization (UNESCO). The list can be accessed through the link: http://www.whed.net/. Some professional certificates may not appear in the WHED and will require individual review. Any appointment/extension of appointment is subject to WHO Staff Regulations, Staff Rules and Manual. Staff members in other duty stations are encouraged to apply. For information on WHO's operations please visit: http://www.who.int. WHO is committed to workforce diversity. WHO's workforce adheres to the WHO Values Charter and is committed to put the WHO Values into practice. WHO has a smoke-free environment and does not recruit smokers or users of any form of tobacco. This is a National Professional Officer position. Therefore, only applications from nationals of the country where the duty station is located will be accepted. Applicants who are not nationals of this country will not be considered. Grade NO-A Contractual Arrangement Temporary appointment under Staff Rule 420.4 Contract Duration (Years, Months, Days) 1 year (subject to availability of funds, satisfactory performance and continuing need Job Posting Sep 7, 2021, 11:44:06 AM Closing Date Sep 28, 2021, 9:59:00 PM Primary Location Egypt-Cairo Organization EM/WHE WHO Health Emergencies Programme (WHE) Schedule Full-time IMPORTANT NOTICE: Please note that the deadline for receipt of applications indicated above reflects your personal device's system settings. OBJECTIVES OF THE PROGRAMME The mission of WHO's Health Emergencies Programme (TheProgramme) is to build the capacity of Member States to manage health emergencyrisks and, when national capacities are overwhelmed, to lead and coordinate theinternational health response to contain outbreaks and to provide effectiverelief and recovery to affected populations.The objectives of the Country Health EmergencyPreparedness & the International Health Regulations (2005) programme area (CPI)include the monitoring and evaluation of countries' preparedness to health andhumanitarian emergencies, the planning and country capacity building forcritical capacities involving an all-hazards approach at all three levels ofthe Organization. The CPI also support all the workrelated to the IHR Secretariat. The CPI programme area prioritizes support to the mostvulnerable and low capacity countries. DESCRIPTION OF DUTIES Assist in the implementation of riskcommunication activities as part of the health response operations. Identify risks that may cause potential concernfor Country Officer operations and propose and formulate recommendation forresponse by the Team Lead, IHR Assessment, Monitoring and Evaluation. Support the review of technical materialsproduced by the country office that require the integration of riskcommunication principles and practice.Track false rumours and misinformation; and prepareresponses to areas of concerns.Support the revision risk communication materialssuch as public information; brochures, leaflets and posters; radio and TV scripts;guides for stakeholders for risk communication by providing input, and participatein their translation into local language and their adaptation for the localcontext. Exchange information with counterparts in national authorities on conductlessons learned to further strengthen emergency risk communication activities..Perform all other related duties as assigned. REQUIRED QUALIFICATIONS Education Essential : A first university degree in social sciences, behaviouralsciences, development sciences, communications, public health, or related areafrom an accredited/recognized institute. Desirable : Training in public health, health education,health communication, or health promotion. Experience Essential : At least one year of related experience, at thenational level in risk communication, health promotion, and/or emergencymanagement. Demonstrated experience implementing riskcommunications activities. Desirable : Experience working in diseaseoutbreaks or health emergencies.Prior working experience with WHO,the UN, health cluster partners, recognized humanitarian organizations .Management or project managementexperience. Skills Sounds skills and knowledge in the area of risk communications.Excellent interpersonal skills. Ability to work under pressure while producing results. Ability to “think out of the box” and to make innovative proposalsrelated to risk communication. Tact, discretion and diplomacy.Knowledge or understanding of WHO mandate and goals in the emergencyincident management context. WHO CompetenciesTeamwork Respecting and promoting individual and cultural differences Communication Producing results Moving forward in a changing environment Use of Language Skills Essential : Expert knowledge of English. Expert knowledge of Arabic. Desirable REMUNERATION Remuneration comprises an annual base salary starting at EGP 462,732 (subject to mandatory deductions for pension contributions and health insurance, as applicable) and 30 days of annual leave. Additional Information This vacancy notice may be used to fill other similar positions at the same grade level Only candidates under serious consideration will be contacted. A written test may be used as a form of screening. In the event that your candidature is retained for an interview, you will be required to provide, in advance, a scanned copy of the degree(s)/diploma(s)/certificate(s) required for this position. WHO only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU)/United Nations Educational, Scientific and Cultural Organization (UNESCO). The list can be accessed through the link: http://www.whed.net/ . Some professional certificates may not appear in the WHED and will require individual review. Any appointment/extension of appointment is subject to WHO Staff Regulations, Staff Rules and Manual. Staff members in other duty stations are encouraged to apply. For information on WHO's operations please visit: http://www.who.int. WHO is committed to workforce diversity. WHO's workforce adheres to the WHO Values Charter and is committed to put the WHO Values into practice. WHO has a smoke-free environment and does not recruit smokers or users of any form of tobacco. This is a National Professional Officer position. Therefore, only applications from nationals of the country where the duty station is located will be accepted. Applicants who are not nationals of this country will not be considered.",,https://www.linkedin.com/jobs/view/2706569261
473,System Administrator,Green Heights Language School,"Cairo, Egypt",4 days ago,"
Full-time
",,,,"About the job Install and configure software and hardware Manage network servers and technology tools Set up accounts and workstations Monitor performance and maintain systems according to requirements • Troubleshoot issues and outages Ensure security through access controls, backups and firewalls Upgrade systems with new releases and models Develop expertise to train staff on new technologies",,https://www.linkedin.com/jobs/view/2706570075
474,Program Manager (Egypt In-Country),VSE Corporation,"Alexandria, Alexandria, Egypt",4 days ago,"
Full-time "," Entry level
","
1,001-5,000 employees "," Logistics & Supply Chain
","About the job VSE Corp . is currently seeking for and Egypt In-Country Program Manager for our Foreign Military Sales Technical Service Field Site based in Alexandria, Egypt. VSE Corp is a leading provider of distribution and repair services for global land, sea, and air assets in the public and private sectors. This position is contingent on receiving an approved country clearance and base access to Egyptian Naval Bases in Egypt. Duties & Responsibilities As the Prime contractor for NAVSEA’s Follow on Technical Support (FOTS) program, VSE Corp is looking for a highly qualified and motivated former O-5 or above (Surface Warfare Officer qualified a plus) Naval Officer to serve as the In-Country Program Manager. This position is forward deployed in Egypt and will be tasked with providing on-site programmatic oversight of expat workers (VSE and Subcontractors) and subcontracted local hires. Position requires frequent interaction with Flag Level Egyptian Naval Officers and senior NAVSEA representatives, potential candidates must possess the skills and experience to necessary to tactfully operate within an environment which can at times be both politically and culturally challenging. Provide oversight and direction to in country functional managers in the areas of; IT, Training, Planning, Technical Assistance, HR, Civil Engineering and Industrial Shipyard Management as required to ensure successfully meeting all contractual obligations. Cooperates and collaborates with various CONUS project managers to develop strategies and policies to successfully execute contractual requirements on time and on budget. Responsible for the development of detailed program reports, Plan Of Action and Milestones (POAM)s, and site specific policy and procedural documents. Plan and execute weekly meetings with NAVSEA program managers, via VTC and teleconferences. Manage and provide recommendations for proposed special projects, upgrades and resource management. Provide executive level oversight for long term projects and system upgrades, to include budgetary, manpower and long range planning. Participate, as a key member, in Work Definition Conferences, Arrival Conferences, Departure Conferences, Docking Conferences, and all other meetings and conferences germane to the FOTS program management. Accountable for all matters concerning the performance and quality of support provided to the Egyptian Navy and NAVSEA as related to the in-country team. Record comprehensive lessons learned throughout all phases of training and technical support and develop new processes and procedures to improve services Support business opportunities to grow and strength VSE in the country and region. Minimum Requirements Must be a former US Naval Officer O-5 or above (Surface Warfare Officer Qualification a plus). Possess familiarity with project management toolsets to include: Microsoft Project, Risk analysis, Primavera or similar tool. Excellent oral and written communication skills and the ability to work with a wide variety of functions and levels of management. Ability to work independently with limited supervision. Ability to help identify program risk and work with CONUS Program Management to mitigate and resolve program risk. Preferred Requirements Project Manager Professional (PMP) Certification a plus. Lean Six Sigma Black Belt a plus. Mental Requirements Think Analytically, Effective Verbal Communication, Effective Written Communication, Make Decisions, Observe/Examine Details, Remember Details, Interpret Data, Discriminate Colors, Concentrate on Tasks, Adjust to Changes, Handle Stress/Emotions Performance Requirements Regular Attendance, Maintain Work Schedule, Irregular Hours, Attend Meetings, Meet Deadlines, Keyboard/Type, Handle Confidential Info, Use Math/Calculations, Stay Organized, Operate Equipment Physical Requirements Stand, Sit, Walk, Climb (Stairs/Ladders), Push or Pull, Balance, Bend, Stoop, Kneel, Crouch, Crawl, Reach, Talk, Hear, See, Smell, Repetitive Motion, Eye/Hand Coordination, Fine Manipulation, Lifting Up to 50 Pounds, Carrying Up to 20 Pounds Environmental Requirements Dust/Dirt, Wet/Slippery Surfaces, Humid, Extreme Temperatures, Mechanical Hazards, Electrical Hazards, Chemical Hazards, Radiant Energy Hazards, Explosives Hazards, Vibration, Sharps Objects/Tools, Heavy Machinery, Moving Parts, Noise VSE is an Equal Opportunity/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, gender, age, national origin, disability, Protected Veteran status, sexual orientation, or any other characteristic protected by federal, state or local law. Apply Now",,https://www.linkedin.com/jobs/view/2599305659
475,Clinical Lead,IQVIA,"Cairo, Egypt",4 days ago,"
Full-time
",,"
10,001+ employees "," Hospital & Health Care
","About the job Clinical Lead – The Role As Clinical Lead with IQVIA, you are a member of our core project team. Partnering with the Project Leader you will work strategically and collaboratively to achieve clinical operational delivery excellence, representing clinical delivery with the customer. You will be responsible for running international/global studies in all therapeutic areas, managing the operational aspects of projects to meet contractual requirements. Responsibilities Overview Clinical Delivery Developing the monitoring plan and data cleaning strategy, including risk-based monitoring. Manage clinical study set-up, maintenance and follow-up study activities through ongoing tracking and review of study progress. Report progress to appropriate clinical management and project management forums. Managing the visit report. Drive patient recruitment using the most advanced technology and tools, with a data driven approach. PL and Vendors support. Participating in pre award activities, attending and presenting at kick-off and investigators meetings. Project Quality Developing risk mitigation and plan. Ensure timely CAPA’s and issue closure. Oversee the implementation of clinical study documents and ensure TMF inspection readiness. Provide audit support and issue management oversight Clinical Training and Resources Responsible for requesting clinical team resources and project related performance. Delivering project-specific trainings and providing therapeutic area training support. Creating study tools and maintaining these. Clinical and Data Management Progress Drive successful data cleaning in close collaboration with Data Management. Produce clinical oversight metrics and act as clinical point of contact for the team. You will be client facing and representing clinical delivery with customers. Financial Support Overseeing budget and variances compliance. Maintaining scope and finance systems. Responsible for tracking financial deliverables, reporting and invoicing on projects. Minimum Required Education And Experience Bachelor’s degree in a healthcare or other scientific discipline with at least 5 years in clinical research/monitoring experience or equivalent combination of education, training and experience. To include a minimum of 1-year leading projects (this can be as a project manager or clinical leader). Why Join IQVIA’s Clinical Leadership team? IQVIA can offer you an unparalleled opportunity to work in one of the most dynamic clinical environments worldwide. Our systems and processes are continually developing, offering advanced analysis and data for your projects. You will have extensive opportunities to further develop your skills and we offer clear paths with which you can progress your career. The CL team works in a remote but well-structured and supported environment which can offer you flexibility to work from home and manage your time effectively. Join us now and further your Clinical Lead career. At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 70,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way. Learn more at jobs.iqvia.com.",,https://www.linkedin.com/jobs/view/2589575707
476,Firmware Engineer - Advanced Driving Assistance Systems,Valeo,"Cairo, Cairo, Egypt",4 days ago,"
Full-time "," Entry level
","
10,001+ employees "," Automotive
","About the job Mission : Contribute in developing and maintaining firmware for the test environment, with a SoC-based test bench in the heart of the environment. Responsibilities Perform different software development project phases. Participate in system and customer requirements analysis for new products. Develop low level drivers for advanced sensors, Ultrasonic, Camera, Radar, Laser scanners. Attending daily & weekly project internal meetings to report progress. Bachelor degree of Electronics or Computer Engineering From 1 to 3 years of relevant experience Embedded Linux is a plus English is a must. Primary Location LCC1-EG-Al Qāhirah Job Information Systems Organization B79E Group Expertise VIAS Schedule Full-time Shift Day Job Employee Status Regular Job Type Regular Job Posting 04/07/2021, 3:48:45 PM",,https://www.linkedin.com/jobs/view/2634523090
477,Presales Consultant,BARQ Systems,"Cairo, Cairo, Egypt",4 days ago,"
Full-time
",,"
201-500 employees
",,"About the job Work with the sales team in across industries (Banking, Telecommunications, Government, Utilities, Insurance and Retail etc.) on Advanced Analytics, Data Management, Automation to maximize revenue opportunities and ensure the highest levels of customer satisfaction Provide consultative approach, including advisory recommendations to support proposed analytics solution and possess technical aptitude to solve complex big data business problems based on BARQ Portfolio core competencies in advanced analytics, data management, and visualization. Translate business requirements into BARQ Portfolio solutions and link to business value. Prepares technical demonstrations, proof of concepts, and presentations based on client needs. Conduct discovery meetings to collect, analyze, clarify, and document business requirements during the sales cycle to support the implementation team and to produce a detailed solution proposal. Assists in the response to RFI/RFP’s or business case requests utilizing the RFP Repository and/or crafting thorough and compelling answers and proposals that effectively differentiate the company from our competitors. Proactively drives customer retention efforts. qualifications; • Education: Bachelor's degree, preferably in Computer Science, or other quantitative field related to area of assignment • Experience: 5-7 Years • Strong understanding across Advanced Analytics solutions/technologies. • Strong business acumen for various processes (Automation, Advanced Data Analytics & AI, Data Management/Quality) across min of 3 of these industries (Banking, Telecommunications, Government, Oil & Gas, Retail, etc). • Knowledge in one of these products is a big plus (UiPath, Appdynamics, Splunk, Datarobot and Cloudera).",,https://www.linkedin.com/jobs/view/2706557180
478,Telesales Agent,Outsourcing 4 You,"Qesm El Maadi, Cairo, Egypt",4 days ago,"
Full-time
",,"
501-1,000 employees
",,"About the job Fluent in English? -High profile of English only (C1) -Salary 6k+ Attractive commissions -Fixed shift from 11 to 7:30. -Sunday and Saturday are off fixed. -Location: Maadi, Degla. -Grads and undergrads are More than welcome to apply. -Minimum age 18, maximum age 30",,https://www.linkedin.com/jobs/view/2706559393
479,Inside Machinist (Contingent),VSE Corporation,"Alexandria, Alexandria, Egypt",4 days ago,"
Part-time "," Entry level
","
1,001-5,000 employees "," Logistics & Supply Chain
","About the job SUMMARY: VSE Corporation is seeking for an Inside Machinist (Contingent) for Egypt In-Country. Applicant must have a working knowledge of NAVSEA Standard Items that are applicable to shipyard production, ship maintenance and ship repair. Must also have shop lead experience utilizing lathes, milling machines, boring mills, vertical turret lathes and other machine tools to support repair efforts in support of approved technical work packages and technical publications. This is an unaccompanied billet, but the successful applicant can have family member/dependents with them at the successful applicant’s own expense. T he successful applicant will be required to provide consulting oversight and On-the job (OJT) training to workforce of Egyptian Nationals during the execution of ship availabilities for various ship platforms as required and directed by in-country VSE management. Duties & Responsibilities Perform intermediate and depot level repairs on all types of main propulsion systems, subsystems, equipment, and auxiliary machinery typically found aboard former US. Navy vessels and boats in support of Egyptian Navy shipboard lifecycle maintenance requirements. Primarily tasked with performing expert operations of lathes, milling machines, boring mills, vertical turret lathes and other machine tools to support repair efforts using approved technical work packages and technical publications. Additional tasking includes, but is not limited to, supporting removal and repairs to shafts, rudders, and other engineering systems and subsystems typically found aboard U.S Navy vessels and boats. Candidate must be proficient in the use of hand tools, precision measurement tools and possess a thorough knowledge of standard shipyard practices. Provide detailed and technically accurate written condition and open and inspection reports. Use technical publications to identify and order required repair parts. Other duties as assigned. Minimum Requirements Must have possess an extensive, knowledge and experience, in US Naval or civilian machine shop intermediate-level and depot-level repair procedures, repair and maintenance standards, quality assurance specifications, and proper use of IMA industrial machinery. Minimum of 5 years Shipyard or Naval experience with a minimum of 5 years of specific Inside Machinist/IMA or Shipyard experience. Candidate should be an expert in operation of lathes, milling machines, boring mills and vertical turret lathes. Must be able to work both independently and with a team. Must have excellent verbal and written communication skills. Must be proficient with basic computer operation with ability to create and maintain various reports and spreadsheets as required. Must be able to interpret vessels blueprints and ship drawings along with research of ships systems manuals to identify problems as they arise. High School Diploma or GED Certificate, Must be a US Citizen and be able to obtain a DoD Secret Clearance Preferred Requirements Have experience working in an Arab country for long periods of time. As an In-Country team member the successful applicant is expected to maintain a good working relationship with Egyptian Navy counterparts in a dynamic work environment. Applicant is expected to work set hours of Saturday-Thursday, 8-hour days and additional hours as needed (typically 2 hours prior to and/or after work at Egyptian Navy locations). Current Competent Person Certification (include Licenses, Certifications, Security Clearance, Travel Requirements, Etc.) The selected applicant will be subject to a background check and drug testing. Must be able to obtain a Country Clearance and Base Pass authorization. Applicant must have a current passport with at least 2 year prior to expiration after arrival in Egypt. A secret security clearance is recommended but not required. Successful applicant will be forward deployed in Alexandria Egypt and work as part of a In Country Technical Assistance Team (ICTAT). Equal Opportunity/Affirmative Action Employer. VSE considers candidates regardless of race, color, religion, gender, sexual orientation, gender identity, national origin, disability or veteran status, or any other characteristic protected by law. VSE is an Equal Opportunity/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, gender, age, national origin, disability, Protected Veteran status, sexual orientation, or any other characteristic protected by federal, state or local law. Apply Now",,https://www.linkedin.com/jobs/view/2598762219
